List Name,ID,URI,Person Name,Person Keywords
Kodak,8978497,Janina_Benz/kodak,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,6730728,JKais28/kodak,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
KodakPeeps,1997863,Susan_P/kodakpeeps,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1865735,GalleryExposure/kodak,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,kodakChallenge,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,12126167,LizDonaldson/kodak,MaryIrene,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,MaryIrene,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,6834441,KodakEvents/kodak,MaryIrene,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,MaryIrene,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1820863,glennlamming/kodak,MaryIrene,Electronics;Consumer Electronics;Cameras;Kodak
kodak,25826890,lucyporter/kodak,Kodak_AU,Electronics;Consumer Electronics;Cameras;Kodak
ALL_Kodak,17485641,KODAK_Latino/all-kodak,Kodak_AU,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,Kodak_AU,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,Kodak_AU,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,Kodak_AU,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,KodakMe,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,KodakMe,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,KodakMe,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,KodakMe,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1820863,glennlamming/kodak,patricialipari,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,kristagleason,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,jonathanghent,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1820863,glennlamming/kodak,RalfWJWerner,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,RalfWJWerner,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
KodakPeeps,1997863,Susan_P/kodakpeeps,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1865735,GalleryExposure/kodak,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
Kodak Twitterers,19477,kodakChallenge/kodak-twitterers,KodakConnect,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1820863,glennlamming/kodak,craigmcg,Electronics;Consumer Electronics;Cameras;Kodak
kodak,25826890,lucyporter/kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
kodak,21936693,radioboutros/kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
ALL_Kodak,17485641,KODAK_Latino/all-kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,4197424,KodakPrinters/kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,6834441,KodakEvents/kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,KodakCL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,annturner,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,annturner,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,annturner,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,PlatesAreUs,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,MicheleRicks,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,MicheleRicks,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,Kodak_NL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,2175730,tostina/kodak,Kodak_NL,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,Kodak_NL,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,Kodak_NL,Electronics;Consumer Electronics;Cameras;Kodak
KodakTweeps,1795189,TomHoehn/kodaktweeps,KODAK_Latino,Electronics;Consumer Electronics;Cameras;Kodak
Kodak,6834441,KodakEvents/kodak,KODAK_Latino,Electronics;Consumer Electronics;Cameras;Kodak
Kodak on Twitter,88650,kodakCB/kodak-on-twitter,KODAK_Latino,Electronics;Consumer Electronics;Cameras;Kodak
Kodak-people,1636748,Kodak_DE/kodak-people,KODAK_Latino,Electronics;Consumer Electronics;Cameras;Kodak
kodak,1820863,glennlamming/kodak,KodakLounge,Electronics;Consumer Electronics;Cameras;Kodak
KodakPeeps,1997863,Susan_P/kodakpeeps,KodakLounge,Electronics;Consumer Electronics;Cameras;Kodak
canon,41019467,Auseize/canon,Canon_Camera,Electronics;Consumer Electronics;Cameras;Canon
Canon,40387148,Hotlavalens/canon,Canon_Camera,Electronics;Consumer Electronics;Cameras;Canon
Canon Digital Camers,37545410,eslam_hosny/canon-digital-camers,Canon_Camera,Electronics;Consumer Electronics;Cameras;Canon
Canon,35409530,5D2Team/canon,Canon_Camera,Electronics;Consumer Electronics;Cameras;Canon
Canon Filmmakers Live,16545786,AnthonyQuintano/canon-filmmakers-live,JohnHyland,Electronics;Consumer Electronics;Cameras;Canon
Canon DSLR Photographers,14868005,NYCDSLR/canon-dslr-photographers,JohnHyland,Electronics;Consumer Electronics;Cameras;Canon
canon DSLR Video Shooters,14867998,NYCDSLR/canon-dslr-video-shooters,JohnHyland,Electronics;Consumer Electronics;Cameras;Canon
canon,41019467,Auseize/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
Canon,30766230,csanthosh13/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
Canon,25210424,Yolink/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
Canon,20024699,vgailj/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
Canon,16941283,F4BZ3F4B/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
Canon,15675363,zaphotographer/canon,CanonNews,Electronics;Consumer Electronics;Cameras;Canon
canon,10616394,skybless/canon,tommyshim,Electronics;Consumer Electronics;Cameras;Canon
canon3,19422440,skybless/canon3,Gong6587,Electronics;Consumer Electronics;Cameras;Canon
Canon 5D Mark II,40550622,tzvetelinamusic/canon-5d-mark-ii,planetMitch,Electronics;Consumer Electronics;Cameras;Canon
Canon,32176890,areafotografica/canon,planetMitch,Electronics;Consumer Electronics;Cameras;Canon
Canon Photography,13664367,lifeherenow/canon-photography,planetMitch,Electronics;Consumer Electronics;Cameras;Canon
canon2,15223926,skybless/canon2,munijx,Electronics;Consumer Electronics;Cameras;Canon
canon,41019467,Auseize/canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon,35409530,5D2Team/canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon Australia,22244153,sydphotos/canon-australia,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon,20024699,vgailj/canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon,16941283,F4BZ3F4B/canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
nikon and canon ,8767166,PhotoGear69/nikon-and-canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon,6070727,RebecaGD/canon,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
Canon Specific,5674153,FlowingPhoto/canon-specific,CanonAustralia,Electronics;Consumer Electronics;Cameras;Canon
canon2,15223926,skybless/canon2,vottari,Electronics;Consumer Electronics;Cameras;Canon
canon,41019467,Auseize/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
Canon,35409530,5D2Team/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
canon,30832231,dicamera/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
Canon,20024699,vgailj/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
Canon,6070727,RebecaGD/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
canon,3949507,kukkumo/canon,CanonUKandIE,Electronics;Consumer Electronics;Cameras;Canon
canon5,32533943,skybless/canon5,MelonAB,Electronics;Consumer Electronics;Cameras;Canon
canon,41019467,Auseize/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
Canon,35409530,5D2Team/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
canon,30832231,dicamera/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
Canon,10334939,broodjebeeld/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
nikon and canon ,8767166,PhotoGear69/nikon-and-canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
Canon,6070727,RebecaGD/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
Canon,4335065,martijndebie/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
canon,4113425,zoque/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
canon,3949507,kukkumo/canon,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
Canon_Camera,897996,Crisca/canon-camera,CanonFacts,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
Canon,16941283,F4BZ3F4B/canon,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
Canon/photo/learn,10581178,DeeDeKC/canon-photo-learn,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
canon,8115107,pelengas/canon,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
Canon Gear,6070798,jonchick/canon-gear,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
Canon Specific,5674153,FlowingPhoto/canon-specific,canonfanatic,Electronics;Consumer Electronics;Cameras;Canon
Canon-60D-buddies,32203313,michaschmidt/canon-60d-buddies,DeFrees,Electronics;Consumer Electronics;Cameras;Canon
canon,10616394,skybless/canon,Puran2,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,Canon_HQ,Electronics;Consumer Electronics;Cameras;Canon
Canon,11611536,tom_w/canon,Canon_HQ,Electronics;Consumer Electronics;Cameras;Canon
canon_150,9326886,Canon_PLEX/canon-150,mudkarain,Electronics;Consumer Electronics;Cameras;Canon
canon,10616394,skybless/canon,leebyong,Electronics;Consumer Electronics;Cameras;Canon
canon,41019467,Auseize/canon,CanonEOS7D,Electronics;Consumer Electronics;Cameras;Canon
Canon,31221422,KirAnderson/canon,CanonEOS7D,Electronics;Consumer Electronics;Cameras;Canon
canon,25239983,ollijunes/canon,CanonEOS7D,Electronics;Consumer Electronics;Cameras;Canon
Canon,16392172,g_stamatoukos/canon,CanonEOS7D,Electronics;Consumer Electronics;Cameras;Canon
Canon_7D,8280577,che_epy/canon-7d,CanonEOS7D,Electronics;Consumer Electronics;Cameras;Canon
canon3,19422440,skybless/canon3,Flora_0,Electronics;Consumer Electronics;Cameras;Canon
Canon,20024699,vgailj/canon,Canon_Fanz,Electronics;Consumer Electronics;Cameras;Canon
